1,1.04121,1,1
2,0.492528,2.11401,1.057
3,0.333263,3.12428,1.04143
4,0.259273,4.01588,1.00397
5,0.204208,5.09877,1.01975
6,0.17583,5.92168,0.986946
7,0.156995,6.63209,0.947442
8,0.140474,7.41207,0.926509
9,0.209781,4.9633,0.551477
10,0.200054,5.20464,0.520464
11,0.183178,5.68412,0.516738
12,0.168758,6.16984,0.514153
13,0.155537,6.69429,0.514946
14,0.148091,7.03086,0.502204
15,0.173201,6.01155,0.40077
